,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
1472,TUCCC.SLATRU002,,SLATRU002,41.471524,-77.505574,20502050603,Slate Run,Lycoming County,PA,1
1473,TUCCC.SNYDRU001,,SNYDRU001,40.86374,-78.71089,20502010103,Lower Chest Creek,Clearfield County,PA,1
1474,TUCCC.SNYDRU002,,SNYDRU002,40.79468,-78.68051700000002,20502010103,Lower Chest Creek,Clearfield County,PA,1
1475,TUCCC.SOWOBR001,,SOWOBR001,41.637767,-78.053217,20502020402,South Woods Branch,Potter County,PA,1
1476,TUCCC.SPRIRU001,,SPRIRU001,40.78597,-78.68095,20502010103,Lower Chest Creek,Clearfield County,PA,1
1477,TUCCC.STAFFRU001,,STAFFRU001,40.9474,-78.4386,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1478,TUCCC.STERRU001,,STERRU001,41.41382,-78.19929,20502020206,Sterling Run,Cameron County,PA,1
1479,TUCCC.STMIBR001,,STMIBR001,41.481817,-78.175283,20502020205,Hunts Run,Cameron County,PA,1
1480,TUCCC.STONFO001,,STONFO001,41.70917,-77.30778000000002,20502050402,Wilson Creek,Tioga County,PA,1
1481,TUCCC.STONRU003,,STONRU003,41.595067,-77.899812,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1482,TUCCC.STRARU001,,STRARU001,41.77722,-77.39611,20502050303,Marsh Creek,Tioga County,PA,1
1483,TUCCC.SUGARU002,,SUGARU002,41.62758,-76.62495899999998,20501060202,Millstone Creek-Schrader Creek,Bradford County,PA,1
1484,TUCCC.SUGARU003,,SUGARU003,41.34657,-76.970598,20502060508,Lick Run-Mill Creek,Lycoming County,PA,1
1485,TUCCC.SUNKBR001,,SUNKBR001,41.68225200000001,-77.79463299999998,20502050102,Wetmore Run-West Branch Pine Creek,Potter County,PA,1
1486,TUCCC.TANNHO001,,TANNHO001,41.4194,-78.2264,20502020206,Sterling Run,Cameron County,PA,1
1487,TUCCC.TAYLRU001,,TAYLRU001,41.64097,-77.04496999999998,20501040904,Upper Tioga River,Tioga County,PA,1
1488,TUCCC.TROURU003,,TROURU003,41.39996,-77.46183,20502050606,Upper Pine Bottom Run-Pine Creek,Lycoming County,PA,1
1489,TUCCC.TUCKRU001,,TUCKRU001,40.83895,-78.67949899999998,20502010103,Lower Chest Creek,Clearfield County,PA,1
1490,TUCCC.UNSTFO001,,UNSTFO001,41.6556,-77.3693,20502050403,East Branch Stony Fork,Tioga County,PA,1
1491,TUCCC.UPBORU001,,UPBORU001,41.318501,-77.414284,20502050606,Upper Pine Bottom Run-Pine Creek,Lycoming County,PA,1
1492,TUCCC.UPKECR001,,UPKECR001,41.558944,-77.681556,20502030102,Upper Kettle Creek,Potter County,PA,1
1493,TUCCC.UTCHCR001,,UTCHCR001,41.802128,-77.265121,20501040601,Catlin Hollow,Tioga County,PA,1
1494,TUCCC.UTCHCR002,,UTCHCR002,41.79674,-77.26342700000002,20501040601,Catlin Hollow,Tioga County,PA,1
1495,TUCCC.UTLACR001,,UTLACR001,41.821368,-77.136349,20501040907,Middle Tioga River,Tioga County,PA,1
1496,TUCCC.UTLACR002,,UTLACR002,41.82129000000001,-77.13665999999998,20501040907,Middle Tioga River,Tioga County,PA,1
1497,TUCCC.UTRORU001,,UTRORU001,41.548428,-76.832964,20502060203,Rock Run,Lycoming County,PA,1
1498,TUCCC.UTRORU002,,UTRORU002,41.548421999999995,-76.834036,20502060203,Rock Run,Lycoming County,PA,1
1499,TUCCC.UTTRRU001,,UTTRRU001,41.39933,-77.47693000000002,20502050605,Trout Run,Lycoming County,PA,1
1500,TUCCC.WALLRU001,,WALLRU001,40.9587,-78.4297,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1501,TUCCC.WALLRU002,,WALLRU002,40.94715,-77.82855,20502040403,Wallace Run,Centre County,PA,1
1502,TUCCC.WATTCR001,,WATTCR001,40.8947,-78.5817,20502010309,Little Clearfield Creek,Clearfield County,PA,1
1503,TUCCC.WBCORU001,,WBCORU001,41.598638,-78.18568,20502020101,Cowley Run,Cameron County,PA,1
1504,TUCCC.WBFRRU001,,WBFRRU001,41.634237,-78.10305,20502020404,Freeman Run,Potter County,PA,1
1505,TUCCC.WBLARI002,,WBLARI002,41.787251,-75.49991,20501070101,West Branch Lackawanna River,Susquehanna County,PA,1
1506,TUCCC.WBLARI02,,WBLARI02,41.787251,-75.49991,20501070101,West Branch Lackawanna River,Susquehanna County,PA,1
1507,TUCCC.WBOWCR001,,WBOWCR001,42.18568,-76.24733,20501030408,Lower West Branch Owego Creek,Tioga County,NY,1
1508,TUCCC.WBOWCR002,,WBOWCR002,42.23278,-76.23418000000002,20501030408,Lower West Branch Owego Creek,Tioga County,NY,1
1509,TUCCC.WBPICR001,,WBPICR001,41.73277,-77.65026,20502050102,Wetmore Run-West Branch Pine Creek,Potter County,PA,1
1510,TUCCC.WBPICR002,,WBPICR002,41.682142999999996,-77.774465,20502050102,Wetmore Run-West Branch Pine Creek,Potter County,PA,1
1511,TUCCC.WILDRU002,,WILDRU002,41.610128,-77.890917,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
1512,TUCCC.WILSCR001,,WILSCR001,41.61417,-77.28833,20502050402,Wilson Creek,Tioga County,PA,1
1513,TUCCC.WILSONRU001,,WILSONRU001,41.35955,-78.43584,20502020307,Trout Run,Elk County,PA,1
1514,TUCCC.WILSRU002,,WILSRU002,40.82066,-78.636709,20502010103,Lower Chest Creek,Clearfield County,PA,1
1515,TUCCC.ZIMMRU001,,ZIMMRU001,41.579879999999996,-77.17777,20502050501,Zimmerman Creek,Tioga County,PA,1
1516,TUCCC.ZIMMRU002,,ZIMMRU002,41.57997,-77.17781,20502050501,Zimmerman Creek,Tioga County,PA,1
1517,TUPMP.BACKCR001,,BACKCR001,37.980752,-78.953412,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1518,TUPMP.BACKCR002,,BACKCR002,37.966452000000004,-78.955626,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1519,TUPMP.BACKCR003,,BACKCR003,37.929987,-78.979478,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1520,TUPMP.BACKCR004,,BACKCR004,37.9205,-78.9879,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1521,TUPMP.BACKCR005,,BACKCR005,37.944862,-78.964713,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1522,TUPMP.BIGRUN001,,BIGRUN001,39.549374,-79.14497800000002,20700020103,Lower Savage River,Garrett County,MD,1
1523,TUPMP.BRALBR001,,BRALBR001,38.278172999999995,-79.297023,20802020101,Chair Draft-Calfpasture River,Augusta County,VA,1
1524,TUPMP.BRIEBR001,,BRIEBR001,38.440201,-79.136333,20700050403,Briery Branch,Rockingham County,VA,1
1525,TUPMP.BRIEBR002,,BRIEBR002,38.44627,-79.105538,20700050403,Briery Branch,Rockingham County,VA,1
1526,TUPMP.BROADR001,,BROADR001,38.27618,-79.31866,20802020101,Chair Draft-Calfpasture River,Augusta County,VA,1
1527,TUPMP.BROADR002,,BROADR002,38.28307,-79.32193000000002,20802020101,Chair Draft-Calfpasture River,Augusta County,VA,1
1528,TUPMP.BRUSRU001,,BRUSRU001,38.84138,-79.41505,20700010105,Outlet Seneca Creek,Pendleton County,WV,1
1529,TUPMP.CALFRI001,,CALFRI001,37.949615,-79.460144,20802020108,Guys Run-Calfpasture River,Rockbridge County,VA,1
1530,TUPMP.CALFRI002,,CALFRI002,38.27945,-79.29465,20802020101,Chair Draft-Calfpasture River,Augusta County,VA,1
1531,TUPMP.CALFRI003,,CALFRI003,38.279416999999995,-79.293817,20802020101,Chair Draft-Calfpasture River,Augusta County,VA,1
1532,TUPMP.CALFRI004,,CALFRI004,38.2305,-79.3447,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1533,TUPMP.CALFRI005,,CALFRI005,38.2238,-79.3606,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1534,TUPMP.CALFRI006,,CALFRI006,38.2103,-79.3684,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1535,TUPMP.CARIDR001,,CARIDR001,38.29335,-79.23998,20700050103,Jennings Branch,Augusta County,VA,1
1536,TUPMP.CLMICR001,,CLMICR001,38.138366999999995,-79.430133,20802020105,Fridley Branch-Calfpasture River,Augusta County,VA,1
1537,TUPMP.COONHO001,,COONHO001,37.719205,-78.776884,20802031003,Beaver Creek-Rockfish River,Nelson County,VA,1
1538,TUPMP.COWPRI001,,COWPRI001,37.97,-79.67,20802010801,Mill Creek-Cowpasture River,Bath County,VA,1
1539,TUPMP.COWPRI002,,COWPRI002,38.2891,-79.45862,20802010601,Wolfe Draft-Cowpasture River,Highland County,VA,1
1540,TUPMP.CRABRU001,,CRABRU001,38.785183,-78.95138299999998,20700060102,Crab Run,Rockingham County,VA,1
1541,TUPMP.CRAICR002,,CRAICR002,37.315154,-80.39484,20802011001,Trout Creek-Craig Creek,Montgomery County,VA,1
1542,TUPMP.CRAICR003,,CRAICR003,37.308483,-80.420767,20802011001,Trout Creek-Craig Creek,Montgomery County,VA,1
1543,TUPMP.CRAICR004,,CRAICR004,37.315222,-80.40141700000002,20802011001,Trout Creek-Craig Creek,Montgomery County,VA,1
1544,TUPMP.DAVICR002,,DAVICR002,37.830574,-78.848191,20802030903,Buck Creek-Rockfish River,Nelson County,VA,1
1545,TUPMP.DAVICR003,,DAVICR003,37.835674,-78.835211,20802030903,Buck Creek-Rockfish River,Nelson County,VA,1
1546,TUPMP.DRYRIV001,,DRYRIV001,38.569886,-79.095235,20700050501,Skidmore Fork-Dry River,Rockingham County,VA,1
1547,TUPMP.DUTCCR001,,DUTCCR001,37.759823,-78.795307,20802031002,Dutch Creek-Rockfish River,Nelson County,VA,1
1548,TUPMP.DUTCCR002,,DUTCCR002,37.763128,-78.785505,20802031002,Dutch Creek-Rockfish River,Nelson County,VA,1
1549,TUPMP.EADRBR001,,EADRBR001,38.20305,-79.25378,20700050102,Buffalo Branch-Middle River,Augusta County,VA,1
1550,TUPMP.FALLRU002,,FALLRU002,37.790524,-78.79678299999998,20802031002,Dutch Creek-Rockfish River,Nelson County,VA,1
1551,TUPMP.FALLRU003,,FALLRU003,37.777397,-78.794247,20802031002,Dutch Creek-Rockfish River,Nelson County,VA,1
1552,TUPMP.FENTCR001,,FENTCR001,37.900652,-78.972298,20802030902,South Fork Rockfish River,Nelson County,VA,1
1553,TUPMP.GOODCR002,,GOODCR002,37.97616,-78.86233,20802030901,North Fork Rockfish River,Nelson County,VA,1
1554,TUPMP.GULLCR001,,GULLCR001,37.861389,-78.861944,20802030903,Buck Creek-Rockfish River,Nelson County,VA,1
1555,TUPMP.HAMIBR001,,HAMIBR001,38.19035,-79.42254,20802020104,Hamilton Branch,Augusta County,VA,1
1556,TUPMP.HAMIBR002,,HAMIBR002,38.18525,-79.39461999999997,20802020104,Hamilton Branch,Augusta County,VA,1
1557,TUPMP.HODGDR001,,HODGDR001,38.27493,-79.38364,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1558,TUPMP.HODGDR002,,HODGDR002,38.26031,-79.37106,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1559,TUPMP.HODGDR003,,HODGDR003,38.23334000000001,-79.34763000000002,20802020103,Holloway Draft-Calfpasture River,Augusta County,VA,1
1560,TUPMP.HOQURU001,,HOQURU001,38.473396,-79.146968,20700050403,Briery Branch,Rockingham County,VA,1
1561,TUPMP.HORSRU001,,HORSRU001,38.86398,-79.45479,20700010104,Headwaters Seneca Creek,Pendleton County,WV,1
1562,TUPMP.JAMERI001,,JAMERI001,37.687656,-78.692628,20802030804,Sycamore Creek-James River,Buckingham County,VA,1
1563,TUPMP.JAMERI002,,JAMERI002,37.636111,-78.7201,20802030803,Mallorys Creek-James River,Nelson County,VA,1
1564,TUPMP.JENNBR001,,JENNBR001,38.2751,-79.1991,20700050103,Jennings Branch,Augusta County,VA,1
1565,TUPMP.JENNBR002,,JENNBR002,38.220944,-79.14420600000003,20700050103,Jennings Branch,Augusta County,VA,1
1566,TUPMP.JERKBR001,,JERKBR001,38.169059999999995,-79.46398,20802020104,Hamilton Branch,Augusta County,VA,1
1567,TUPMP.KENNCR001,,KENNCR001,37.971389,-79.009722,20700050702,Canada Run-South River,Augusta County,VA,1
1568,TUPMP.KEPHRU001,,KEPHRU001,38.54702800000001,-79.06519300000002,20700050502,Black Run-Dry River,Rockingham County,VA,1
1569,TUPMP.LICARI001,,LICARI001,37.949688,-79.459572,20802020202,Lower Little Calfpasture River,Rockbridge County,VA,1
1570,TUPMP.LICECR001,,LICECR001,37.58885,-79.29205,20802030202,Browns Creek-Pedlar River,Amherst County,VA,1
1571,TUPMP.LIDRRI001,,LIDRRI001,38.661365999999994,-78.92325,20700060104,Little Dry River,Rockingham County,VA,1
1572,TUPMP.LIMACR001,,LIMACR001,37.881370000000004,-78.91967,20802030902,South Fork Rockfish River,Nelson County,VA,1
1573,TUPMP.LITTRI001,,LITTRI001,38.364567,-79.161917,20700050402,Little River,Augusta County,VA,1
1574,TUPMP.LIVARU001,,LIVARU001,38.197188,-79.68974,20802010102,Bolar Run-Jackson River,Bath County,VA,1
1575,TUPMP.LIVARU002,,LIVARU002,38.194288,-79.692486,20802010102,Bolar Run-Jackson River,Bath County,VA,1
1576,TUPMP.LIWIRI001,,LIWIRI001,37.4111,-78.4125,20802050203,Little Willis River,Cumberland County,VA,1
1577,TUPMP.LOSTRI001,,LOSTRI001,39.0648,-78.65503299999997,20700030505,Three Springs Run-Lost River,Hardy County,WV,1
1578,TUPMP.MARSRU001,,MARSRU001,38.684433,-78.934533,20700060103,Capon Run-North Fork Shenandoah River,Rockingham County,VA,1
1579,TUPMP.MATTCR002,,MATTCR002,37.5694,-78.6595,20802031302,Meadow Creek-North River,Buckingham County,VA,1
1580,TUPMP.MAYOCR001,,MAYOCR001,37.674833,-78.733717,20802030804,Sycamore Creek-James River,Nelson County,VA,1
1581,TUPMP.MAYOCR002,,MAYOCR002,37.661967,-78.71965,20802030804,Sycamore Creek-James River,Nelson County,VA,1
1582,TUPMP.MFCRCR001,,MFCRCR001,39.512917,-79.1545,20700020103,Lower Savage River,Garrett County,MD,1
1583,TUPMP.MIDDRI001,,MIDDRI001,38.20549000000001,-79.13815,20700050102,Buffalo Branch-Middle River,Augusta County,VA,1
1584,TUPMP.MIDDRI002,,MIDDRI002,38.204609999999995,-79.14644,20700050102,Buffalo Branch-Middle River,Augusta County,VA,1
1585,TUPMP.MILLCR002,,MILLCR002,38.004314,-79.53656,20802020106,Cabin Creek-Mill Creek,Bath County,VA,1
1586,TUPMP.MILLCR003,,MILLCR003,37.971351,-78.96435100000002,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1587,TUPMP.MILLCR004,,MILLCR004,38.068529999999996,-79.52718,20802020106,Cabin Creek-Mill Creek,Bath County,VA,1
1588,TUPMP.MILLCR005,,MILLCR005,38.157959999999996,-79.47326,20802020106,Cabin Creek-Mill Creek,Bath County,VA,1
1589,TUPMP.MOORRI001,,MOORRI001,38.1293,-78.723823,20802040103,North Fork Moormans River-Moormans River,Albemarle County,VA,1
1590,TUPMP.MOORRU001,,MOORRU001,39.0958,-78.5951,20700030702,Waites Run-Cacapon River,Hardy County,WV,1
1591,TUPMP.NFPOCR001,,NFPOCR001,37.483283,-80.437078,20802010401,South Fork Potts Creek-North Fork Potts Creek,Monroe County,WV,1
1592,TUPMP.NORTRI002,,NORTRI002,38.362714000000004,-79.17141,20700050401,Skidmore Fork-North River,Augusta County,VA,1
1593,TUPMP.NORTRI003,,NORTRI003,38.334247999999995,-79.23894,20700050401,Skidmore Fork-North River,Augusta County,VA,1
1594,TUPMP.OREBCR001,,OREBCR001,37.967042,-78.956641,20700050703,Inch Branch-Back Creek,Augusta County,VA,1
1595,TUPMP.POLIRU001,,POLIRU001,39.5853,-79.093083,20700020101,Upper Savage River,Garrett County,MD,1
1596,TUPMP.RAMSDR002,,RAMSDR002,38.30791,-79.36073,20802020102,Ramseys Draft,Augusta County,VA,1
1597,TUPMP.RAMSDR003,,RAMSDR003,38.27592,-79.33541,20802020102,Ramseys Draft,Augusta County,VA,1
1598,TUPMP.RAMSDR004,,RAMSDR004,38.29134000000001,-79.34538,20802020102,Ramseys Draft,Augusta County,VA,1
1599,TUPMP.RAMSDR005,,RAMSDR005,38.24426,-79.33488,20802020102,Ramseys Draft,Augusta County,VA,1
1600,TUPMP.RAMSDR006,,RAMSDR006,38.309539,-79.359504,20802020102,Ramseys Draft,Augusta County,VA,1
1601,TUPMP.RIPLCR003,,RIPLCR003,37.597021999999996,-78.636904,20802031304,Ripley Creek-Walton Fork,Buckingham County,VA,1
1602,TUPMP.RIPLCR004,,RIPLCR004,37.585347,-78.647194,20802031304,Ripley Creek-Walton Fork,Buckingham County,VA,1
1603,TUPMP.ROARCR001,,ROARCR001,38.85047,-79.41937,20700010105,Outlet Seneca Creek,Pendleton County,WV,1
1604,TUPMP.ROCKRU001,,ROCKRU001,38.51596,-79.052801,20700050502,Black Run-Dry River,Rockingham County,VA,1
1605,TUPMP.SENECR001,,SENECR001,38.84945,-79.48680999999998,20700010104,Headwaters Seneca Creek,Pendleton County,WV,1
1606,TUPMP.SENECR002,,SENECR002,38.83485,-79.37389,20700010105,Outlet Seneca Creek,Pendleton County,WV,1
1607,TUPMP.SFRORI001,,SFRORI001,37.894617,-78.97345,20802030902,South Fork Rockfish River,Nelson County,VA,1
1608,TUPMP.SFRORI003,,SFRORI003,37.902770000000004,-78.9682,20802030902,South Fork Rockfish River,Nelson County,VA,1
1609,TUPMP.SFRORI004,,SFRORI004,37.8805,-78.8979,20802030902,South Fork Rockfish River,Nelson County,VA,1
1610,TUPMP.SFRORI005,,SFRORI005,37.8825,-78.8879,20802030902,South Fork Rockfish River,Nelson County,VA,1
1611,TUPMP.SFRORI006,,SFRORI006,37.895188,-78.973173,20802030902,South Fork Rockfish River,Nelson County,VA,1
1612,TUPMP.SHAWFO001,,SHAWFO001,38.33997,-79.38925,20802010602,Shaws Fork,Highland County,VA,1
1613,TUPMP.SHAWFO002,,SHAWFO002,38.28879000000001,-79.45846,20802010602,Shaws Fork,Highland County,VA,1
1614,TUPMP.SOUTRI001,,SOUTRI001,38.013481,-78.98915,20700050702,Canada Run-South River,Augusta County,VA,1
1615,TUPMP.SOUTRI002,,SOUTRI002,38.026184,-79.06562,20700050701,Stony Run-South River,Augusta County,VA,1
1616,TUPMP.SOUTRI003,,SOUTRI003,38.026303999999996,-79.071196,20700050701,Stony Run-South River,Augusta County,VA,1
1617,TUPMP.SPRUCR001,,SPRUCR001,37.884882,-78.89889000000002,20802030902,South Fork Rockfish River,Nelson County,VA,1
1618,TUPMP.SPRUCR002,,SPRUCR002,37.883413,-78.885806,20802030902,South Fork Rockfish River,Nelson County,VA,1
1619,TUPMP.SPRUCR003,,SPRUCR003,37.891936,-78.935109,20802030902,South Fork Rockfish River,Nelson County,VA,1
1620,TUPMP.STOUBR001,,STOUBR001,38.2886,-79.2235,20700050103,Jennings Branch,Augusta County,VA,1
1621,TUPMP.STUARU001,,STUARU001,38.09341,-79.5687,20802010704,Lick Run-Stuart Run,Bath County,VA,1
1622,TUPMP.STUARU002,,STUARU002,38.0831,-79.57368000000002,20802010704,Lick Run-Stuart Run,Bath County,VA,1
1623,TUPMP.STUARU003,,STUARU003,38.083213,-79.574201,20802010704,Lick Run-Stuart Run,Bath County,VA,1
1624,TUPMP.SYCACR002,,SYCACR002,37.640907,-78.691147,20802030804,Sycamore Creek-James River,Buckingham County,VA,1
1625,TUPMP.TROURU001,,TROURU001,38.98885,-78.65656700000002,20700030701,Trout Run,Hardy County,WV,1
1626,TUPMP.UTBACR001,,UTBACR001,38.26918,-79.73747,20802010202,Jim Dave Run-Back Creek,Highland County,VA,1
1627,TUPMP.UTBACR002,,UTBACR002,38.26703,-79.73886,20802010202,Jim Dave Run-Back Creek,Highland County,VA,1
1628,TUPMP.UTBACR003,,UTBACR003,38.26955,-79.73185,20802010202,Jim Dave Run-Back Creek,Highland County,VA,1
1629,TUPMP.UTCRCR001,,UTCRCR001,37.314306,-80.40830600000002,20802011001,Trout Creek-Craig Creek,Montgomery County,VA,1
1630,TUPMP.UTJARI001,,UTJARI001,37.668611,-78.699167,20802030804,Sycamore Creek-James River,Buckingham County,VA,1
1631,TUPMP.UTMICR001,,UTMICR001,38.12785,-79.49928,20802020106,Cabin Creek-Mill Creek,Bath County,VA,1
1632,TUPMP.UTMICR002,,UTMICR002,38.13684,-79.49133,20802020106,Cabin Creek-Mill Creek,Bath County,VA,1
1633,TUPMP.WHEECO001,,WHEECO001,37.805409999999995,-78.805339,20802030903,Buck Creek-Rockfish River,Nelson County,VA,1
1634,TUPMP.WHEECO002,,WHEECO002,37.816531,-78.79735699999998,20802030903,Buck Creek-Rockfish River,Nelson County,VA,1
1635,TUPMP.WHITRU001,,WHITRU001,38.85014,-79.4871,20700010104,Headwaters Seneca Creek,Pendleton County,WV,1
1636,TUPMP.WHOADR001,,WHOADR001,38.284709,-79.237875,20700050103,Jennings Branch,Augusta County,VA,1
1637,TUPMP.WHOADR002,,WHOADR002,38.28655,-79.236917,20700050103,Jennings Branch,Augusta County,VA,1
1638,TUPMP.WHOADR003,,WHOADR003,38.29327,-79.23459,20700050103,Jennings Branch,Augusta County,VA,1
1639,TUPMP.WHSUSP001,,WHSUSP001,38.0942,-79.56992,20802010704,Lick Run-Stuart Run,Bath County,VA,1
1640,TUPMP.WILLRI001,,WILLRI001,37.4281,-78.4321,20802050202,Whispering Creek-Willis River,Buckingham County,VA,1
1641,TUPMP.WILLRI002,,WILLRI002,37.4291,-78.4541,20802050202,Whispering Creek-Willis River,Buckingham County,VA,1
1642,USNADC.HICRUN1,,HICRUN1,38.91247,-76.96569000000002,20700100204,Lower Anacostia River,District of Columbia,DC,1
1643,USNADC.HICRUN2,,HICRUN2,38.91468,-76.96696,20700100204,Lower Anacostia River,District of Columbia,DC,1
1644,USNADC.SPRHOURUN1,,SPRHOURUN1,38.91648,-76.96256,20700100204,Lower Anacostia River,District of Columbia,DC,1
1645,USNADC.SPRHOURUN2,,SPRHOURUN2,38.91495,-76.96328000000003,20700100204,Lower Anacostia River,District of Columbia,DC,1
1646,USNADC.SPRHOURUN3,,SPRHOURUN3,38.91317,-76.96493000000002,20700100204,Lower Anacostia River,District of Columbia,DC,1
1647,VBM.Site1,,Site1,36.90444,-76.06928,20801080201,Lynnhaven River,Virginia Beach city,VA,1
1648,VBM.Site2,,Site2,36.91438,-76.07025,20801080202,Little Creek-Frontal Chesapeake Bay,Virginia Beach city,VA,1
1649,YCST.BERCRE1.22,,BERCRE 1.22,39.999214,-76.941858,20503060303,Mud Run-Bermudian Creek,York County,PA,1
1650,YCST.CENCRE0.07,,CENCRE 0.07,39.80161500000001,-76.74096999999998,20503060601,Upper South Branch Codorus Creek,York County,PA,1
1651,YCST.CODCRE12.16,,CODCRE 12.16,39.953416,-76.733901,20503060705,Willis Run-Codorus Creek,York County,PA,1
1652,YCST.CODCRE12.39,,CODCRE 12.39,39.952884999999995,-76.73827,20503060705,Willis Run-Codorus Creek,York County,PA,1
1653,YCST.CONCRE7.04,,CONCRE 7.04,40.100063,-76.7637,20503060504,Bennett Run-Conewago Creek,York County,PA,1
1654,YCST.DEECRE38.64,,DEECRE 38.64,39.7512232,-76.640445,20503061601,Headwaters Deer Creek,York County,PA,1
1655,YCST.KRECRE8.67,,KRECRE 8.67,40.000433,-76.602183,20503061703,Kreutz Creek,York County,PA,1
1656,YCST.MILCRE0.09,,MILCRE 0.09,39.982512,-76.72231500000002,20503060706,Mill Creek,York County,PA,1
1657,YCST.PLUCRE4.26,,PLUCRE 4.26,39.789384999999996,-76.998294,20503060102,Plum Creek-South Branch Conewago Creek,York County,PA,1
1658,YCST.TYLRUN0.50,,TYLRUN 0.50,39.948313,-76.729919,20503060705,Willis Run-Codorus Creek,York County,PA,1
1659,YCST.TYLRUN1.01,,TYLRUN 1.01,39.946511,-76.721144,20503060705,Willis Run-Codorus Creek,York County,PA,1
1660,YMNA.CodorusCreekJohnRudy,,Codorus Creek S John Rudy,40.0189,-76.71028299999998,20503060707,Dee Run-Codorus Creek,York County,PA,1
1661,YMNA.CodorusCreekSpringetts,,Codorus Creek Downstream Springetts Waste,40.053933,-76.644867,20503060707,Dee Run-Codorus Creek,York County,PA,1
1662,YMNA.Kline'sRun,,Kline's Run,39.986343,-76.49718100000003,20503061704,Cabin Creek-Susquehanna River,York County,PA,1
1663,YMNA.KreutzCreekCampSecurity,,Kreutz Creek Camp Security,39.97935,-76.6464,20503061703,Kreutz Creek,York County,PA,1
1664,YMNA.KreutzCreekEmigPark,,Kreutz Creek Emig Park,40.000412,-76.60289499999998,20503061703,Kreutz Creek,York County,PA,1
1665,YMNA.KreutzCreekWindsorRd,,Kreutz Creek Windsor Road,39.951361,-76.632835,20503061703,Kreutz Creek,York County,PA,1
1666,YMNA.MillCreek83,,Mill Creek 83/30,39.9827,-76.7227,20503060706,Mill Creek,York County,PA,1
1667,YMNA.MillCreekCBW,,Mill Creek CBW,39.9517,-76.6816,20503060706,Mill Creek,York County,PA,1
1668,YMNA.TribCodorusBallField,,Tributary to Codorus Creek Ball Field,40.01185,-76.7144,20503060707,Dee Run-Codorus Creek,York County,PA,1
